,index,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Industry,Sector,Revenue,Lower Salary,Upper Salary,Avg Salary(K),Job Location,Age
376,483,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,$43K-$77K (Glassdoor est.),3.8,"Associated Banc-Corp
3.8","Green Bay, WI",1001 - 5000 ,Banks & Credit Unions,Finance,$1 to $2 billion (USD),43,77,60.0,WI,151
377,485,Lead Data Scientist,$139K-$221K (Glassdoor est.),3.9,"Zest AI
3.9","Burbank, CA",51 - 200 ,Financial Analytics & Research,Finance,$50 to $100 million (USD),139,221,180.0,CA,12
378,486,"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY",1001 - 5000 ,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),44,86,65.0,NY,19
379,487,Senior Data Engineer,$78K-$147K (Glassdoor est.),4.3,"Genesys
4.3","Durham, NC",5001 - 10000 ,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),78,147,112.5,NC,31
380,488,Senior Data Analyst,$65K-$110K (Glassdoor est.),1.9,"Moda Operandi
1.9","New York, NY",201 - 500 ,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),65,110,87.5,NY,11
381,489,Data Modeler - Data Solutions Engineer,$37K-$66K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Indianapolis, IN",10000+ ,Insurance Carriers,Insurance,$10+ billion (USD),37,66,51.5,IN,109
382,490,Associate Environmental Scientist - Wildlife Biologist,$38K-$64K (Glassdoor est.),4.7,"QK
4.7","Clovis, CA",51 - 200 ,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),38,64,51.0,CA,49
383,491,"Associate, Data Science, Internal Audit",$43K-$82K (Glassdoor est.),3.1,"Santander
3.1","Boston, MA",10000+ ,Banks & Credit Unions,Finance,$10+ billion (USD),43,82,62.5,MA,165
384,492,Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer est.),3.4,"Tivity Health
3.4","Chandler, AZ",501 - 1000 ,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,90,110,100.0,AZ,40
385,493,Data Engineer,$61K-$109K (Glassdoor est.),4.4,"BRMi
4.4","Chantilly, VA",51 - 200 ,IT Services,Information Technology,Unknown / Non-Applicable,61,109,85.0,VA,17
386,494,Senior LiDAR Data Scientist,$93K-$151K (Glassdoor est.),3.9,"Luminar Technologies
3.9","Orlando, FL",201 - 500 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,93,151,122.0,FL,9
387,495,Salesforce Analytics Consultant,$52K-$81K (Glassdoor est.),3.9,"Emtec, Inc.
3.9","Chicago, IL",501 - 1000 ,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),52,81,66.5,IL,26
388,496,"Technology-Minded, Data Professional Opportunities",$40K-$101K (Glassdoor est.),4.7,"Veterans United Home Loans
4.7","Columbia, MO",1001 - 5000 ,Lending,Finance,Unknown / Non-Applicable,40,101,70.5,MO,19
389,497,Senior Data Engineer,$97K-$180K (Glassdoor est.),4.7,"Praetorian
4.7","Austin, TX",51 - 200 ,Security Services,Business Services,$10 to $25 million (USD),97,180,138.5,TX,11
390,498,Managing Data Scientist/ML Engineer,$81K-$134K (Glassdoor est.),3.4,"PA Consulting
3.4","Boston, MA",1001 - 5000 ,Consulting,Business Services,$100 to $500 million (USD),81,134,107.5,MA,78
391,499,"Scientist, Pharmacometrics",$84K-$157K (Glassdoor est.),3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA",501 - 1000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),84,157,120.5,MA,13
392,500,Staff Scientist- Upstream PD,$49K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),49,113,81.0,MD,60
393,501,Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),3.1,"Reynolds American
3.1","Owensboro, KY",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),68,139,103.5,KY,146
394,502,Sr. Data Engineer,$75K-$140K (Glassdoor est.),3.4,"Echo Global Logistics
3.4","Chicago, IL",1001 - 5000 ,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),75,140,107.5,IL,16
395,505,Lead Big Data Engineer,$121K-$203K (Glassdoor est.),4.0,"Glassdoor
4.0","San Francisco, CA",1001 - 5000 ,Internet,Information Technology,Unknown / Non-Applicable,121,203,162.0,CA,14
396,506,Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K (Glassdoor est.),3.5,"Esri
3.5","Redlands, CA",1001 - 5000 ,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,CA,52
397,507,Sr Software Engineer (Data Scientist),$81K-$140K (Glassdoor est.),3.4,"Assurant
3.4","Westlake, OH",10000+ ,Insurance Carriers,Insurance,$5 to $10 billion (USD),81,140,110.5,OH,43
398,508,College Hire - Data Scientist - Open to December 2019 Graduates,$63K-$99K (Glassdoor est.),3.7,"Caterpillar
3.7","Peoria, IL",10000+ ,Industrial Manufacturing,Manufacturing,$10+ billion (USD),63,99,81.0,IL,96
399,509,Senior Data Scientist,$110K-$150K(Employer est.),4.3,"Equity Residential
4.3","Chicago, IL",1001 - 5000 ,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130.0,IL,28
400,510,Sr. Data Engineer (ETL Developer),$83K-$148K (Glassdoor est.),3.7,"F&G
3.7","Des Moines, IA",201 - 500 ,Insurance Carriers,Insurance,$100 to $500 million (USD),83,148,115.5,IA,-1
401,512,Senior Data Scientist Artificial Intelligence,$60K-$101K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA",1001 - 5000 ,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),60,101,80.5,WA,56
402,516,Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA",501 - 1000 ,Lending,Finance,$100 to $500 million (USD),31,55,43.0,IA,29
403,517,"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),4.4,"Acceleron Pharma
4.4","Cambridge, MA",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,102,178,140.0,MA,18
404,518,"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,-1.0,Kronos Bio,"Cambridge, MA",unknown,-1,-1,Unknown / Non-Applicable,110,130,120.0,MA,-1
405,519,Data Analyst Senior,$48K-$85K (Glassdoor est.),3.0,"AmeriHealth Caritas
3.0","Philadelphia, PA",5001 - 10000 ,Insurance Carriers,Insurance,$5 to $10 billion (USD),48,85,66.5,PA,38
406,520,Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),4.7,"Strategic Employment Partners
4.7","San Francisco, CA",51 - 200 ,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),66,123,94.5,CA,15
407,521,Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),3.8,"PNNL
3.8","Seattle, WA",1001 - 5000 ,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),92,146,119.0,WA,56
408,522,Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),3.2,"Catholic Health Initiatives
3.2","Omaha, NE",10000+ ,Health Care Services & Hospitals,Health Care,$10+ billion (USD),43,60,51.5,NE,25
409,523,"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),2.7,"FLEETCOR
2.7","Nashville, TN",5001 - 10000 ,Financial Transaction Processing,Finance,$2 to $5 billion (USD),20,35,27.5,TN,21
410,524,"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Chicago, IL",10000+ ,Insurance Carriers,Insurance,$10+ billion (USD),150,239,194.5,IL,109
411,525,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),3.9,"Southwest Research Institute
3.9","San Antonio, TX",1001 - 5000 ,Research & Development,Business Services,$500 million to $1 billion (USD),52,91,71.5,TX,74
412,526,Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),3.7,"Applied Research Laboratories
3.7","Austin, TX",501 - 1000 ,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,TX,-1
413,528,Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),47,101,74.0,NC,146
414,530,Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),3.7,"Raytheon
3.7","Huntsville, AL",10000+ ,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),49,76,62.5,AL,99
415,532,Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),4.3,"RTI International
4.3","Durham, NC",1001 - 5000 ,Research & Development,Business Services,$500 million to $1 billion (USD),43,88,65.5,NC,63
416,533,Director Data Science,$124K-$199K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ",1001 - 5000 ,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,NJ,32
417,534,Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),2.1,"United BioSource
2.1","Blue Bell, PA",1001 - 5000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),52,93,72.5,PA,18
418,535,Senior Data Engineer,$97K-$181K (Glassdoor est.),3.9,"Figure Eight
3.9","San Francisco, CA",51 - 200 ,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),97,181,139.0,CA,13
419,537,Senior Data Engineer,$100K-$173K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA",201 - 500 ,Internet,Information Technology,$10 to $25 million (USD),100,173,136.5,CA,14
420,538,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY",1001 - 5000 ,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),53,96,74.5,NY,19
421,539,Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),65,96,80.5,NC,146
422,540,Data Scientist,$56K-$95K (Glassdoor est.),3.5,"Sartorius
3.5","Albuquerque, NM",5001 - 10000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),56,95,75.5,NM,151
423,541,Data Scientist,$111K-$176K (Glassdoor est.),4.7,"1904labs
4.7","Saint Louis, MO",51 - 200 ,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,MO,5
424,542,Data Scientist,$75K-$127K (Glassdoor est.),5.0,"Royce Geospatial
5.0","Springfield, VA",51 - 200 ,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),75,127,101.0,VA,7
425,543,Data Engineer,$65K-$119K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA",5001 - 10000 ,Insurance Carriers,Insurance,$10+ billion (USD),65,119,92.0,MA,170
426,544,Computational Chemist/Data Scientist,$56K-$97K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA",1001 - 5000 ,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),56,97,76.5,WA,56
427,545,Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT",51 - 200 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),108,173,140.5,UT,8
428,546,Data Scientist,$94K-$139K (Glassdoor est.),3.6,"Citi
3.6","Jersey City, NJ",10000+ ,Investment Banking & Asset Management,Finance,$10+ billion (USD),94,139,116.5,NJ,209
429,548,Principal Machine Learning Scientist,$176K-$289K (Glassdoor est.),4.7,"Sage Intacct
4.7","San Francisco, CA",501 - 1000 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,176,289,232.5,CA,22
430,549,Data Scientist,$92K-$149K (Glassdoor est.),3.5,"Scale AI
3.5","San Francisco, CA",51 - 200 ,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,92,149,120.5,CA,5
431,550,Product Engineer – Data Science,$63K-$101K (Glassdoor est.),3.5,"Esri
3.5","Arlington, VA",1001 - 5000 ,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),63,101,82.0,VA,52
432,552,"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY",10000+ ,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),54,115,84.5,NY,7
433,554,Data Scientist,$118K-$188K (Glassdoor est.),2.7,"Change Healthcare
2.7","Emeryville, CA",10000+ ,IT Services,Information Technology,Unknown / Non-Applicable,118,188,153.0,CA,14
434,555,Data Scientist,$108K-$146K (Glassdoor est.),3.4,"MZ
3.4","Palo Alto, CA",501 - 1000 ,Internet,Information Technology,Unknown / Non-Applicable,108,146,127.0,CA,13
435,556,Data Scientist,$65K-$106K (Glassdoor est.),4.7,"HG Insights
4.7","Santa Barbara, CA",51 - 200 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,65,106,85.5,CA,11
436,557,Data Scientist,$55K-$98K (Glassdoor est.),2.8,"1-800-FLOWERS.COM, Inc.
2.8","Carle Place, NY",1001 - 5000 ,Wholesale,Business Services,$1 to $2 billion (USD),55,98,76.5,NY,45
437,558,Data Scientist,$94K-$162K (Glassdoor est.),3.5,"CBS Interactive
3.5","New York, NY",1001 - 5000 ,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),94,162,128.0,NY,29
438,560,Data Engineer,$63K-$120K (Glassdoor est.),3.2,"Numeric, LLC
3.2","King of Prussia, PA",1 - 50 ,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),63,120,91.5,PA,-1
439,561,"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),4.4,"Rubius Therapeutics
4.4","Cambridge, MA",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),90,179,134.5,MA,8
440,562,Data Scientist,$127K-$202K (Glassdoor est.),3.3,"Samba TV
3.3","San Francisco, CA",201 - 500 ,Advertising & Marketing,Business Services,Unknown / Non-Applicable,127,202,164.5,CA,13
441,563,Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),4.0,"ClearEdge
4.0","Annapolis Junction, MD",51 - 200 ,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),60,127,93.5,MD,19
442,565,Market Data Analyst,$31K-$57K (Glassdoor est.),3.4,"SV Microwave
3.4","West Palm Beach, FL",201 - 500 ,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),31,57,44.0,FL,30
443,566,Staff Data Engineer,$105K-$194K (Glassdoor est.),3.8,"Sumo Logic
3.8","Austin, TX",501 - 1000 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,105,194,149.5,TX,11
444,567,Associate Data Engineer,$45K-$86K (Glassdoor est.),3.5,"EAB
3.5","Washington, DC",1001 - 5000 ,Research & Development,Business Services,Unknown / Non-Applicable,45,86,65.5,DC,14
445,568,Data Engineer,$75K-$143K (Glassdoor est.),4.4,"SpringML
4.4","Herndon, VA",1 - 50 ,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,75,143,109.0,VA,6
446,570,Staff Data Engineer,$126K-$228K (Glassdoor est.),3.7,"Samsung Research America
3.7","Mountain View, CA",1001 - 5000 ,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),126,228,177.0,CA,33
447,572,Data Scientist,$80K-$134K (Glassdoor est.),4.7,"Systems & Technology Research
4.7","Arlington, VA",201 - 500 ,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),80,134,107.0,VA,11
448,573,Data Scientist,$120K-$189K (Glassdoor est.),4.1,"Netskope
4.1","Santa Clara, CA",501 - 1000 ,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,120,189,154.5,CA,9
449,575,Data Scientist,$85K-$142K (Glassdoor est.),4.0,"Lorven Technologies Inc
4.0","Santa Clara, CA",1 - 50 ,Accounting,Accounting & Legal,Less than $1 million (USD),85,142,113.5,CA,-1
450,576,Senior Data Scientist,$95K-$154K (Glassdoor est.),3.5,"Brighthouse Financial
3.5","Charlotte, NC",1001 - 5000 ,Insurance Carriers,Insurance,Unknown / Non-Applicable,95,154,124.5,NC,4
451,577,Data Scientist,$111K-$176K (Glassdoor est.),2.5,"CareDx
2.5","Brisbane, CA",1 - 50 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,111,176,143.5,CA,-1
452,578,Data Scientist,$87K-$140K (Glassdoor est.),3.9,"Serigor Inc.
3.9","San Francisco, CA",1 - 50 ,IT Services,Information Technology,Less than $1 million (USD),87,140,113.5,CA,-1
453,579,Data Scientist,$76K-$127K (Glassdoor est.),3.4,"Leidos
3.4","Springfield, VA",10000+ ,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),76,127,101.5,VA,52
454,580,"Data Analyst, Performance Partnership",$54K-$92K (Glassdoor est.),3.6,"Beckman Coulter Diagnostics
3.6","New York, NY",10000+ ,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),54,92,73.0,NY,86
455,582,Data Scientist,$61K-$100K (Glassdoor est.),3.5,"IHS Markit
3.5","New York, NY",10000+ ,Consulting,Business Services,$2 to $5 billion (USD),61,100,80.5,NY,5
456,583,Data Scientist,$81K-$140K (Glassdoor est.),-1.0,ALIN,"New York, NY",unknown,-1,-1,Unknown / Non-Applicable,81,140,110.5,NY,-1
457,585,Staff BI and Data Engineer,$80K-$148K (Glassdoor est.),2.9,"Affinity Solutions
2.9","San Jose, CA",51 - 200 ,Advertising & Marketing,Business Services,Unknown / Non-Applicable,80,148,114.0,CA,23
458,586,Data Scientist,$108K-$171K (Glassdoor est.),3.5,"e-IT Professionals Corp.
3.5","Foster City, CA",51 - 200 ,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),108,171,139.5,CA,-1
459,587,Data Scientist,$112K-$179K (Glassdoor est.),4.8,"TechProjects
4.8","New York, NY",1 - 50 ,IT Services,Information Technology,Unknown / Non-Applicable,112,179,145.5,NY,10
460,588,Data Scientist,$63K-$111K (Glassdoor est.),4.0,"Biz2Credit Inc
4.0","New York, NY",201 - 500 ,Lending,Finance,$100 to $500 million (USD),63,111,87.0,NY,14
461,589,Data Scientist,$75K-$126K (Glassdoor est.),4.2,"PeoplesBank
4.2","Holyoke, MA",201 - 500 ,Banks & Credit Unions,Finance,$50 to $100 million (USD),75,126,100.5,MA,136
462,590,Data Scientist Manager,$110K-$184K (Glassdoor est.),3.8,"Capgemini
3.8","New York, NY",10000+ ,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),110,184,147.0,NY,54
463,591,Data Engineer,$76K-$145K (Glassdoor est.),3.7,"GNY Insurance Companies
3.7","New York, NY",201 - 500 ,Insurance Carriers,Insurance,$100 to $500 million (USD),76,145,110.5,NY,107
464,594,Marketing Data Analyst,$36K-$62K (Glassdoor est.),3.9,"Citadel Federal Credit Union
3.9","Exton, PA",501 - 1000 ,Banks & Credit Unions,Finance,Unknown / Non-Applicable,36,62,49.0,PA,84
465,595,Data Scientist,$70K-$118K (Glassdoor est.),4.6,"Conch Technologies, Inc
4.6","Waltham, MA",51 - 200 ,Consulting,Business Services,$5 to $10 million (USD),70,118,94.0,MA,-1
466,597,Senior Data Scientist,$94K-$153K (Glassdoor est.),4.3,"Medidata Solutions
4.3","New York, NY",1001 - 5000 ,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),94,153,123.5,NY,22
467,599,"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY",10000+ ,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),54,115,84.5,NY,7
468,600,Data Analyst,$50K-$92K (Glassdoor est.),3.7,"CALIBRE Systems
3.7","Alexandria, VA",501 - 1000 ,IT Services,Information Technology,$100 to $500 million (USD),50,92,71.0,VA,32
469,601,Software Data Engineer - College,$49K-$97K (Glassdoor est.),4.0,"HP Inc.
4.0","Corvallis, OR",10000+ ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,49,97,73.0,OR,82
470,602,"Director - Data, Privacy and AI Governance",$67K-$135K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA",5001 - 10000 ,Insurance Carriers,Insurance,$10+ billion (USD),67,135,101.0,MA,170
471,603,Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA",201 - 500 ,Internet,Information Technology,$10 to $25 million (USD),138,224,181.0,CA,14
472,604,Data Scientist,$80K-$139K (Glassdoor est.),3.7,"Northrop Grumman
3.7","San Diego, CA",10000+ ,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),80,139,109.5,CA,82
473,605,Lead Data Scientist,$158K-$211K (Glassdoor est.),3.7,"Visa Inc.
3.7","Bellevue, WA",10000+ ,IT Services,Information Technology,$10+ billion (USD),158,211,184.5,WA,63
474,606,Senior Data Scientist - Algorithms,$150K-$180K (Glassdoor est.),3.9,"Quartet Health
3.9","New York, NY",201 - 500 ,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,150,180,165.0,NY,7
475,607,Information Security Data Analyst,$42K-$80K (Glassdoor est.),3.7,"Motorola Solutions
3.7","Chicago, IL",10000+ ,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),42,80,61.0,IL,93
476,608,Lead Data Engineer,$190K-$220K(Employer est.),4.1,"Credit Sesame
4.1","Mountain View, CA",51 - 200 ,Internet,Information Technology,$50 to $100 million (USD),190,220,205.0,CA,11
477,609,Data Analyst,$42K-$77K (Glassdoor est.),3.1,"Success Academy Charter Schools
3.1","New York, NY",1001 - 5000 ,K-12 Education,Education,$100 to $500 million (USD),42,77,59.5,NY,15
478,610,Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),3.1,"Reynolds American
3.1","Owensboro, KY",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),68,139,103.5,KY,146
479,613,Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),3.0,"Infosys
3.0","Hartford, CT",10000+ ,IT Services,Information Technology,$10+ billion (USD),54,71,62.5,CT,40
480,614,Data Analytics Project Manager,$34K-$92K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA",5001 - 10000 ,Insurance Carriers,Insurance,$10+ billion (USD),34,92,63.0,MA,170
481,616,Data Analyst,$47K-$85K (Glassdoor est.),3.6,"AXION Healthcare Solutions
3.6","New York, NY",1 - 50 ,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),47,85,66.0,NY,41
482,617,Data Engineer,$65K-$124K (Glassdoor est.),3.5,"Alignment Healthcare
3.5","Orange, CA",501 - 1000 ,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,65,124,94.5,CA,8
483,619,Data Scientist,$56K-$95K (Glassdoor est.),4.2,"ExecOnline
4.2","New York, NY",51 - 200 ,Education Training Services,Education,Unknown / Non-Applicable,56,95,75.5,NY,9
484,622,Machine Learning Engineer,$62K-$112K (Glassdoor est.),4.0,"Mteq
4.0","Fort Belvoir, VA",501 - 1000 ,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),62,112,87.0,VA,67
485,623,Senior Data Scientist Oncology,$107K-$173K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),107,173,140.0,MD,108
486,624,Data Scientist,$64K-$108K (Glassdoor est.),3.7,"Brillient
3.7","Silver Spring, MD",201 - 500 ,IT Services,Information Technology,$25 to $50 million (USD),64,108,86.0,MD,15
487,625,Senior Data Scientist,$89K-$144K (Glassdoor est.),4.4,"Entefy
4.4","Palo Alto, CA",1 - 50 ,Internet,Information Technology,Unknown / Non-Applicable,89,144,116.5,CA,9
488,627,Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),3.5,"Sunovion
3.5","Marlborough, MA",1001 - 5000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),109,200,154.5,MA,11
489,629,Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),3.7,"Cboe Global Markets
3.7","Lenexa, KS",501 - 1000 ,Stock Exchanges,Finance,$500 million to $1 billion (USD),61,113,87.0,KS,48
490,630,Marketing Data Analyst,$35K-$62K (Glassdoor est.),3.6,"San Manuel Casino
3.6","Highland, CA",1001 - 5000 ,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),35,62,48.5,CA,35
491,631,Data Engineer,$55K-$105K (Glassdoor est.),3.4,"Trace3
3.4","Houston, TX",501 - 1000 ,IT Services,Information Technology,$1 to $2 billion (USD),55,105,80.0,TX,19
492,632,Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),4.0,"Texas Health Huguley Hospital
4.0","Burleson, TX",1001 - 5000 ,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),37,52,44.5,TX,44
493,633,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL",501 - 1000 ,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),39,66,52.5,IL,-1
494,634,Principal Data Scientist,$135K-$211K (Glassdoor est.),3.7,"Northrop Grumman
3.7","San Jose, CA",10000+ ,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),135,211,173.0,CA,82
495,635,Data Engineer,$57K-$80K (Glassdoor est.),3.5,"Saama Technologies Inc
3.5","Phoenix, AZ",501 - 1000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,57,80,68.5,AZ,24
496,636,Data Scientist - Alpha Insights,$129K-$215K (Glassdoor est.),4.4,"Two Sigma
4.4","New York, NY",1001 - 5000 ,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,129,215,172.0,NY,20
497,637,"Data Scientist, Office of Data Science",$86K-$143K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Boston, MA",10000+ ,Insurance Carriers,Insurance,$10+ billion (USD),86,143,114.5,MA,109
498,638,"Associate Principal Scientist, Pharmacogenomics",$63K-$127K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),63,127,95.0,MD,108
499,639,Data Scientist - Systems Engineering,$50K-$89K (Glassdoor est.),3.2,"MITRE
3.2","Bedford, MA",5001 - 10000 ,Federal Agencies,Government,$1 to $2 billion (USD),50,89,69.5,MA,63
500,640,Data Engineer,$43K-$86K (Glassdoor est.),3.2,"Guidepoint
3.2","New York, NY",501 - 1000 ,Research & Development,Business Services,Unknown / Non-Applicable,43,86,64.5,NY,18
501,642,"Scientist, Bacteriology",$74K-$149K (Glassdoor est.),2.1,"Cerus Corporation
2.1","Concord, CA",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),74,149,111.5,CA,-1
